Age,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115
11,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
